"","sector","categoria","trabaja","se trabaja","mes"
"2420","Industria Manufacturera","asalariado con contrato definido",3563.41898,954.874655024903,46
"2421","Electricidad, Gas y Agua","asalariado con contrato definido",215.3519,215.3519,46
"2422","Construccion","asalariado con contrato definido",3307.04807,1177.31121769365,46
"2423","Comercio","asalariado con contrato definido",1381.81292,576.071298042575,46
"2424","Hoteles y Restoranes","asalariado con contrato definido",1035.60049,545.601780675375,46
"2425","Transporte y Comunicaciones","asalariado con contrato definido",1035.5138,555.026511737697,46
"2426","Intermediacion Financiera","asalariado con contrato definido",70.66895,70.6689499999999,46
"2427","Servicios Sociales y Personales","asalariado con contrato definido",11316.83924,1990.82560745186,46
"2428","Administracion Publica","asalariado con contrato definido",4321.33368,1134.58031987576,46
"2429","Inmobiliarias","asalariado con contrato definido",2146.51876,634.32702489855,46
"2430","Agropecuario-Silvicola","asalariado con contrato indefinido",7919.3087,2737.96815554883,46
"2431","Mineria","asalariado con contrato indefinido",75.48066,75.4806599999999,46
"2432","Industria Manufacturera","asalariado con contrato indefinido",9903.71698,2330.31206844668,46
"2433","Electricidad, Gas y Agua","asalariado con contrato indefinido",1747.2656,760.278125692521,46
"2434","Construccion","asalariado con contrato indefinido",2834.85567,904.667679656608,46
"2435","Comercio","asalariado con contrato indefinido",11890.30869,1937.69192763661,46
"2436","Hoteles y Restoranes","asalariado con contrato indefinido",2091.7536,659.24607095528,46
"2437","Transporte y Comunicaciones","asalariado con contrato indefinido",3257.74854,1036.39603966089,46
"2438","Intermediacion Financiera","asalariado con contrato indefinido",1564.83682,621.813211633439,46
"2439","Servicios Sociales y Personales","asalariado con contrato indefinido",19574.18942,2594.91613223795,46
"2440","Administracion Publica","asalariado con contrato indefinido",6785.91765,1968.84552095806,46
"2441","Inmobiliarias","asalariado con contrato indefinido",3081.9064,1112.09566071153,46
"2442","Agropecuario-Silvicola","no remunerado",907.5999,526.990911367796,46
"2443","Industria Manufacturera","no remunerado",310.0696,310.0696,46
"2444","Comercio","no remunerado",2490.84867,1166.93627517895,46
"2445","Hoteles y Restoranes","no remunerado",432.11722,314.952825009458,46
"2446","Transporte y Comunicaciones","no remunerado",76.70228,76.70228,46
"2447","Servicios Sociales y Personales","no remunerado",255.9337,255.9337,46
"2448","Inmobiliarias","no remunerado",67.13551,67.13551,46
"2449","Agropecuario-Silvicola","empleador",449.9389887,213.237334837125,47
"2450","Industria Manufacturera","empleador",1188.26956133,530.143202771139,47
"2451","Construccion","empleador",811.25577893,460.468189809296,47
"2452","Comercio","empleador",922.84031149,501.077067625971,47
"2453","Hoteles y Restoranes","empleador",731.92790911,440.000258552613,47
"2454","Transporte y Comunicaciones","empleador",414.78698912,206.896793332973,47
"2455","Intermediacion Financiera","empleador",404.41830121,404.41830121,47
"2456","Servicios Sociales y Personales","empleador",316.89738308,151.233045065424,47
"2457","Inmobiliarias","empleador",1954.2841405,1097.61816267383,47
"2458","Agropecuario-Silvicola","cuenta propia",10017.84602219,2988.38446563119,47
"2459","Industria Manufacturera","cuenta propia",5819.01594311,1391.5857500968,47
"2460","Construccion","cuenta propia",3104.06079222,889.502143867111,47
"2461","Comercio","cuenta propia",13231.7177426,2198.96898348481,47
"2462","Hoteles y Restoranes","cuenta propia",1080.62914354,560.126541328476,47
"2463","Transporte y Comunicaciones","cuenta propia",3408.40698993,945.235751155403,47
"2464","Servicios Sociales y Personales","cuenta propia",3611.95476511,1110.99758681139,47
"2465","Inmobiliarias","cuenta propia",399.01668546,185.272595778188,47
"2466","Agropecuario-Silvicola","asalariado sin contrato",14173.70228912,3959.99869398196,47
"2467","Industria Manufacturera","asalariado sin contrato",1497.15192599,582.728654163858,47
"2468","Construccion","asalariado sin contrato",2129.38605172,817.640136056033,47
"2469","Comercio","asalariado sin contrato",5497.49066147,1376.25323371424,47
"2470","Hoteles y Restoranes","asalariado sin contrato",984.85119773,499.297099041093,47
"2471","Transporte y Comunicaciones","asalariado sin contrato",3612.80628956,823.241316171469,47
"2472","Intermediacion Financiera","asalariado sin contrato",74.00318132,74.00318132,47
"2473","Servicios Sociales y Personales","asalariado sin contrato",8481.10073609,1569.91048251939,47
"2474","Administracion Publica","asalariado sin contrato",396.67327099,278.755099398795,47
"2475","Inmobiliarias","asalariado sin contrato",428.91241631,300.955725475985,47
"2476","Agropecuario-Silvicola","asalariado con contrato definido",6218.07578103,1868.17079932377,47
"2477","Industria Manufacturera","asalariado con contrato definido",2886.97305205,775.274124838864,47
"2478","Electricidad, Gas y Agua","asalariado con contrato definido",370.29267327,370.29267327,47
"2479","Construccion","asalariado con contrato definido",3067.28267927,1122.30007522278,47
"2480","Comercio","asalariado con contrato definido",1471.34106948,614.96992612128,47
"2481","Hoteles y Restoranes","asalariado con contrato definido",692.58358056,507.269734601475,47
"2482","Transporte y Comunicaciones","asalariado con contrato definido",605.60618167,360.075996554761,47
"2483","Intermediacion Financiera","asalariado con contrato definido",71.15690511,71.15690511,47
"2484","Servicios Sociales y Personales","asalariado con contrato definido",9092.91629866,1507.6407366803,47
"2485","Administracion Publica","asalariado con contrato definido",5071.70761592,1480.12913792031,47
"2486","Inmobiliarias","asalariado con contrato definido",2453.44674932,707.849909592791,47
"2487","Agropecuario-Silvicola","asalariado con contrato indefinido",10030.77113861,2821.73797645868,47
"2488","Industria Manufacturera","asalariado con contrato indefinido",9677.44532323,2121.66876001181,47
"2489","Electricidad, Gas y Agua","asalariado con contrato indefinido",1277.22925994,677.836620690032,47
"2490","Construccion","asalariado con contrato indefinido",2360.14758367,798.958920799263,47
"2491","Comercio","asalariado con contrato indefinido",10566.5328878,1575.62408943299,47
"2492","Hoteles y Restoranes","asalariado con contrato indefinido",1456.49362508,518.747878019384,47
"2493","Transporte y Comunicaciones","asalariado con contrato indefinido",3236.77015055,1040.21024232205,47
"2494","Intermediacion Financiera","asalariado con contrato indefinido",1487.46655547,619.815092394679,47
"2495","Servicios Sociales y Personales","asalariado con contrato indefinido",19784.76596286,2500.84418240228,47
"2496","Administracion Publica","asalariado con contrato indefinido",6698.75495743,1999.76003108245,47
"2497","Inmobiliarias","asalariado con contrato indefinido",3371.5015564,1131.35327647823,47
"2498","Agropecuario-Silvicola","no remunerado",514.26173697,345.101518126614,47
"2499","Industria Manufacturera","no remunerado",465.64911946,354.458736424416,47
"2500","Comercio","no remunerado",1897.04481202,727.172383335329,47
"2501","Hoteles y Restoranes","no remunerado",367.38907463,307.455249511462,47
"2502","Inmobiliarias","no remunerado",67.59905986,67.59905986,47
"2503","Agropecuario-Silvicola","empleador",1035.98716284,445.889750916344,48
"2504","Industria Manufacturera","empleador",789.81458191,361.039356708464,48
"2505","Construccion","empleador",881.67499151,483.533699607354,48
"2506","Comercio","empleador",985.12520403,495.864879213742,48
"2507","Hoteles y Restoranes","empleador",728.95532515,436.939096837399,48
"2508","Transporte y Comunicaciones","empleador",397.13299924,206.819017675849,48
"2509","Intermediacion Financiera","empleador",403.97782712,403.97782712,48
"2510","Servicios Sociales y Personales","empleador",316.7520532,151.040558847522,48
"2511","Inmobiliarias","empleador",2479.74182997,1177.89525139998,48
"2512","Agropecuario-Silvicola","cuenta propia",10155.05556742,2559.43746755099,48
"2513","Industria Manufacturera","cuenta propia",5640.05069037,1221.99431690521,48
"2514","Construccion","cuenta propia",2752.87578096,832.349999506406,48
"2515","Comercio","cuenta propia",13458.56710055,2211.55416216012,48
"2516","Hoteles y Restoranes","cuenta propia",1289.31662543,586.238208175393,48
"2517","Transporte y Comunicaciones","cuenta propia",3262.01981864,938.445674250416,48
"2518","Servicios Sociales y Personales","cuenta propia",3450.72424632,1066.62442400951,48
"2519","Inmobiliarias","cuenta propia",618.98161073,438.657794949895,48
"2520","Agropecuario-Silvicola","asalariado sin contrato",13464.55318233,4285.55423635302,48
"2521","Industria Manufacturera","asalariado sin contrato",1804.78037024,756.798388178457,48
"2522","Construccion","asalariado sin contrato",4433.02033497,1454.83216029051,48
"2523","Comercio","asalariado sin contrato",5687.70284996,1521.40677720274,48
"2524","Hoteles y Restoranes","asalariado sin contrato",977.6240799,495.723090771646,48
"2525","Transporte y Comunicaciones","asalariado sin contrato",3343.14739313,845.232288491199,48
"2526","Intermediacion Financiera","asalariado sin contrato",74.1886381,74.1886381000001,48
"2527","Servicios Sociales y Personales","asalariado sin contrato",8005.65513623,1506.15766256441,48
"2528","Administracion Publica","asalariado sin contrato",410.58428807,282.900539870936,48
"2529","Inmobiliarias","asalariado sin contrato",429.58190344,300.869691933454,48
"2530","Agropecuario-Silvicola","asalariado con contrato definido",6672.56133483,1903.21558917803,48
"2531","Industria Manufacturera","asalariado con contrato definido",2109.13864211,728.862440485879,48
"2532","Electricidad, Gas y Agua","asalariado con contrato definido",362.16491899,362.16491899,48
"2533","Construccion","asalariado con contrato definido",3386.70210772,1136.6348330223,48
"2534","Comercio","asalariado con contrato definido",2545.39131584,829.291998339213,48
"2535","Hoteles y Restoranes","asalariado con contrato definido",517.70692076,447.563004185376,48
"2536","Transporte y Comunicaciones","asalariado con contrato definido",1237.97690574,652.042347437038,48
"2537","Intermediacion Financiera","asalariado con contrato definido",71.33522894,71.33522894,48
"2538","Servicios Sociales y Personales","asalariado con contrato definido",8306.40497126,1468.43106796042,48
"2539","Administracion Publica","asalariado con contrato definido",3795.87848607,1351.396825453,48
"2540","Inmobiliarias","asalariado con contrato definido",2522.50239029,716.786131506268,48
"2541","Agropecuario-Silvicola","asalariado con contrato indefinido",10781.74262576,3040.98754046921,48
"2542","Industria Manufacturera","asalariado con contrato indefinido",10292.71417433,2335.59685482019,48
"2543","Electricidad, Gas y Agua","asalariado con contrato indefinido",1279.1831012,679.174326977489,48
"2544","Construccion","asalariado con contrato indefinido",1884.04638728,703.725453876067,48
"2545","Comercio","asalariado con contrato indefinido",9310.5960326,1485.53112664576,48
"2546","Hoteles y Restoranes","asalariado con contrato indefinido",1234.71615081,494.566833064224,48
"2547","Transporte y Comunicaciones","asalariado con contrato indefinido",3461.71969637,871.182252095776,48
"2548","Intermediacion Financiera","asalariado con contrato indefinido",1409.07080718,645.647641257701,48
"2549","Servicios Sociales y Personales","asalariado con contrato indefinido",19721.69378225,2580.64956969293,48
"2550","Administracion Publica","asalariado con contrato indefinido",6941.37410488,1991.25244951605,48
"2551","Inmobiliarias","asalariado con contrato indefinido",3049.96055,1084.43849755832,48
"2552","Agropecuario-Silvicola","no remunerado",1349.93691475,603.135732891229,48
"2553","Industria Manufacturera","no remunerado",421.34739032,310.59975354717,48
"2554","Comercio","no remunerado",2304.58849493,787.542275478067,48
"2555","Hoteles y Restoranes","no remunerado",433.24339502,313.831823478239,48
"2556","Inmobiliarias","no remunerado",142.69990431,142.69990431,48
"2557","Agropecuario-Silvicola","empleador",1560.08387166,581.790132502864,49
"2558","Industria Manufacturera","empleador",1024.751924,458.853707675847,49
"2559","Construccion","empleador",880.74509826,479.896467364886,49
"2560","Comercio","empleador",2129.22333032,785.225279621892,49
"2561","Hoteles y Restoranes","empleador",721.22104425,433.127877894164,49
"2562","Transporte y Comunicaciones","empleador",401.73372964,209.685060621854,49
"2563","Intermediacion Financiera","empleador",407.34207323,407.34207323,49
"2564","Servicios Sociales y Personales","empleador",357.83484815,169.580059776475,49
"2565","Inmobiliarias","empleador",2030.83820372,1020.36797978724,49
"2566","Agropecuario-Silvicola","cuenta propia",10406.53592457,2538.2747703056,49
"2567","Industria Manufacturera","cuenta propia",6421.27922638,1696.95466191306,49
"2568","Construccion","cuenta propia",2602.02975977,825.841755195727,49
"2569","Comercio","cuenta propia",13700.87514966,2365.47517401778,49
"2570","Hoteles y Restoranes","cuenta propia",1027.83209483,521.44893821379,49
"2571","Transporte y Comunicaciones","cuenta propia",2452.91268103,823.206545616199,49
"2572","Intermediacion Financiera","cuenta propia",60.55696614,60.55696614,49
"2573","Servicios Sociales y Personales","cuenta propia",2517.9616048,748.337661201953,49
"2574","Inmobiliarias","cuenta propia",1095.12775372,564.112463996166,49
